Data Element ID,Data Element,Lookup Table,Code,Description,Terjemahan
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1889001,Musculoskeletal Pain,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1889003,Musculoskeletal Pain Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,945001,Mutagenic Effect Female,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,944001,Mutagenic Effect Male,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,169006,Mutism,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,73001,Myalgia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,73010,Myalgia Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1063001,Myasthenia Gravis‐Like Syndrome,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,923014,Mycobacteria Sputum Test Positive,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1110003,Mycosis Fungoides,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,219001,Mydriasis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,123001,Myelitis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,123004,Myelitis Transverse,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,565006,Myelodysplastic Syndrome,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,972001,Myelofibrosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1498001,Myeloid Dysplasia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1498003,Myeloid Metaplasia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,583001,Myelomatosis Multiple,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,123003,Myelopathy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,565001,Myeloproliferative Disorder,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,562003,Myelosis Non‐Leukaemic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,561009,Myelosuppression,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,496005,Myocardial Decompensation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,428001,Myocardial Infarction,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,429001,Myocardial Ischaemia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1366001,Myocardial Rupture (Post Infarct),
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1352001,Myocarditis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1352003,Myocarditis Eosinophilic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1352004,Myocarditis Viral,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,155009,Myoclonic Jerks,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,155007,Myoclonus,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,155011,Myoclonus Palatal,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2223001,Myoglobinaemia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1002001,Myoglobinuria,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1002003,Myoglobinuria Present,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,902001,Myometrial Increase,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,74001,Myopathy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,74007,Myopathy Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1352002,Myopericarditis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,248001,Myopia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,248004,Myopia Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,748001,Myositis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,748003,Myositis‐Like Syndrome,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1662003,Myotonia Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1662001,Myotonia Congenital,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1817020,Myringoplasty,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,418001,Myxoedema,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,418002,Myxoedema Coma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,19006,Naevi Melanocytic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,19003,Naevi Pigmented,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,948001,Naevus,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,20007,Nail Changes,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1634001,Nail Discolouration,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1634002,Nail Discolouration Blue,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,20003,Nail Discomfort,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,20001,Nail Disorder,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,952001,Nail Disorder Congenital,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,20004,Nail Dystrophy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,20009,Nail Growth Cessation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,20005,Nail Pitting,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,20010,Nail Ridging,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,192016,Narcissistic Personality Disorder,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1915001,Narcolepsy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1915003,Narcolepsy Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,515005,Nasal Bleeding,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1526004,Nasal Cavity Cancer,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,539011,Nasal Congestion,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,539012,Nasal Dryness,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,539013,Nasal Irritation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,985002,Nasal Mucosal Hypertrophy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,985001,Nasal Polyp,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1739001,Nasal Septum Deviation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,778001,Nasal Septum Perforation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1548003,Nasal Septum Ulceration,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1526003,Nasal Sinus Cancer,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,540005,Nasal Sinus Congestion,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,539014,Nasal Soreness,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1548001,Nasal Ulcer,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,539016,Nasal Vestibulitis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,523008,Nasopharyngitis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,308001,Nausea,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,308005,Nausea Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,3009,Neck Oedema,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,77005,Neck Stiffness,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1489003,Neck Tightness,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2226001,Necrobiosis Lipoidica,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2226002,Necrobiosis Lipoidica Diabeticorum,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,568003,Necrosis Spleen,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1996002,Neonatal Adverse Effect,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1996001,Neonatal Disorder,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,145003,Neonatal Respiratory Arrest,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1706001,Neoplasm Growth Accelerated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1345001,Neoplasm Malignant,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1345003,Neoplasm Malignant Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1259004,Neoplasm Metastatic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1259001,Neoplasm NOS,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1681004,Neoplasm Recurrence NOS,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1474001,Neovascularisation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1474002,Neovascularisation Corneal,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1474003,Neovascularisation Retinal,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,607001,Nephritis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,607002,Nephritis Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,607003,Nephritis Autoimmune,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,603005,Nephritis Haemorrhagic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,608001,Nephritis Interstitial,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1472001,Nephrocalcinosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2314002,Nephrogenic Fibrosing Dermopathy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,617003,Nephrolithiasis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,609003,Nephropathy NOS,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,609001,Nephropathy Toxic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,623004,Nephropathy Tubular,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1177001,Nephrosclerosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,610001,Nephrosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,610003,Nephrotic Syndrome,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,130005,Nerve Damage,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,130014,Nerve Degeneration,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,124003,Nerve Pain,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1104001,Nerve Root Lesion,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1104006,Nerve Root Lesion Lumbar,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,188008,Nervous Tension,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,188001,Nervousness,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,44007,Nettle Rash,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,701004,Neural Tube Defect,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,124001,Neuralgia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,124004,Neuralgia Facial,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,189004,Neurasthenia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1817028,Neurectomy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2227001,Neurilemmoma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2227002,Neurilemmoma Benign,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2227003,Neurilemmoma Malignant,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,125001,Neuritis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,125007,Neuritis Brachial,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,126001,Neuritis Bulbar,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,127001,Neuritis Cranial,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,128001,Neuritis Motor,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,129001,Neuritis Sensory,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1130001,Neuroblastoma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,189005,Neurocirculatory Asthenia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,10004,Neurodermia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,863001,Neurofibromatosis Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2345001,Neuroglycopenia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1202001,Neuroleptic Malignant Syndrome,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1202003,Neuroleptic Malignant Syndrome Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2133002,Neurologic Complication,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2133001,Neurologic Disorder Nos,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2133003,Neurologic Findings Abnormal,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2133004,Neurologic Reaction,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2133005,Neurologic Symptoms,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2104001,Neurological Disorder Congenital,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,736006,Neurological Infection,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1344001,Neuroma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,139006,Neuromuscular Block,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2149001,Neuromyopathy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,130004,Neuronitis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,130012,Neuropathic Pain,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,130001,Neuropathy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1313001,Neuropathy Peripheral,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,189001,Neurosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,189013,Neurosis Cardiovascular,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,189003,Neurosis GI,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1663001,Neurosyphilis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,189006,Neurotic Reaction,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2133006,Neurotoxicity,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,572003,Neutropenia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,572004,Neutropenia Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,570006,Neutropenic Sepsis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,572005,Neutrophil Count Decreased,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,576006,Neutrophil Count Increased,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,576003,Neutrophilia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1824004,Nicotinic Acid Deficiency,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1802001,Nicotinic Effects,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1898001,Night Sweats,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,191005,Nightmares,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,730007,Nipple Pain,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1331001,Nipple Ulceration,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,628004,Nitrite Urine Present,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,611001,Nocturia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,611003,Nocturia Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,156011,Nocturnal Enuresis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,102011,Nodding Of Head,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1551002,Non‐Accidental Injury,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2365002,Non‐Accidental Overdose,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1938001,Non‐Drug Allergy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1544001,Non‐Hodgkin's Lymphoma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2147001,Non‐Small Cell Lung Cancer Metastatic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,906005,Non‐Small Cell Lung Cancer Stage Iii,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,692011,Normal Pressure Hydrocephalus,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,539004,Nose Congestion,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,539005,Nose Dryness,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1171002,Nose Malformation Congenital,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,539008,Nose Oedema,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,515003,Nose bleed,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,117005,Numbness,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,117004,Numbness Localized,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,117006,Numbness Oral,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,234004,Nyctalopia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,131001,Nystagmus,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,698001,Nystagmus Congenital,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,397001,Obesity,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2332001,Obesity Central,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,189016,Obsessional Neurosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,189018,Obsessional Neurosis Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,189017,Obsessional Personality,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,189011,Obsessive Reaction,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,189020,Obsessive‐Compulsive Disorder,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,204007,Obstipation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1951005,Obstructed Labour,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,151010,Obtundation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,957003,Occipital Lobe Neoplasm Malignant,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2325001,Occupational Exposure To Drug,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1004001,Ocular Haemorrhage,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,238011,Ocular Hyperaemia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2165002,Ocular Neoplasm,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,227003,Ocular Tension Increased,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,132001,Oculogyric Crisis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,132003,Oculomotor Dyskinesia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,133001,Oculomotor Nerve Paralysis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,133004,Oculomotor Paralysis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,133005,Oculomotor Paresis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,132004,Oculomotor Spasm,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1433001,Oculo‐Muco‐Cutaneous Syndrome,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,712007,Oculo‐Respiratory Syndrome,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,337006,Odontogenesis Impaired,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,398001,Oedema,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,398007,Oedema Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2222009,Oedema Bone Marrow,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,891001,Oedema Cerebral,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1485006,Oedema Circumoral,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,399001,Oedema Dependent,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1009003,Oedema Eyelid,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,400001,Oedema Generalised,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1092001,Oedema Genital,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,401004,Oedema Legs,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1485001,Oedema Mouth,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,398004,Oedema NOS,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,401003,Oedema of Extremities,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1009002,Oedema Orbital,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1009001,Oedema Periorbital,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,401001,Oedema Peripheral,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1395001,Oedema Pharynx,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,535004,Oedema Pulmonary,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,398006,Oedema Retroperitoneal,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1092003,Oedema Scrotum,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1395002,Oedema Uvula,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2243003,Oesophageal Atresia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,309003,Oesophageal Burn,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,741006,Oesophageal Candidiasis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,790001,Oesophageal Carcinoma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1059003,Oesophageal Disorder,
