facility_code,facility_name,facility_shortname,address_1,address_2,district,state,postcode,sector,type,latitude,longitude
21-09010030,KLINIK DESA PADANG MELANGIT,KDPMLGT,"KM 9, JALAN ABI",,KANGAR,PERLIS,02400,GOVERNMENT,KLINIK DESA,6.49061,100.21826
21-09010041,KLINIK DESA TITI TINGGI,KDTTG,"KAMPUNG ULU PADANG BESAR (U), PADANG BESAR",,KANGAR,PERLIS,02100,GOVERNMENT,KLINIK DESA,6.41334,100.16978
21-09010028,KLINIK DESA PADANG KERIA,KDPKRA,"BT. 1, KG PADANG KERIA, KUALA SANGLANG",,KANGAR,PERLIS,02800,GOVERNMENT,KLINIK DESA,6.5515,100.2292
21-09010035,KLINIK DESA SANTAN,KDSTN,"KM 2, JALAN SANTAN",,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK DESA,6.40728,100.13124
21-09010037,KLINIK DESA SERDANG,KDSDG,SIMPANG EMPAT,,KANGAR,PERLIS,02700,GOVERNMENT,KLINIK DESA,6.33501,100.16624
21-09010039,KLINIK DESA SUNGAI PADANG,KDSPDG,"JALAN SUNGAI PADANG, SIMPANG EMPAT",,KANGAR,PERLIS,02700,GOVERNMENT,KLINIK DESA,6.38421,100.2462
21-09010014,KLINIK DESA BATU BERTANGKUP,KDBBRTG,"JALAN KILANG GULA, CHUPING",,KANGAR,PERLIS,02500,GOVERNMENT,KLINIK DESA,6.54907,100.28821
21-09010029,KLINIK DESA PADANG MALAU,KDPML,"KM 13, JALAN KAKI BUKIT, BESERI",,KANGAR,PERLIS,02200,GOVERNMENT,KLINIK DESA,6.51443,100.21001
21-09010033,KLINIK DESA PANGGAS,KDPGGS,"JALAN TEPI SEKOLAH PANGGAS, CHUPING",,KANGAR,PERLIS,02500,GOVERNMENT,KLINIK DESA,6.437,100.30273
21-09010036,KLINIK DESA SEBERANG RAMAI,KDSBRM,"JALAN KG SEBERANG RAMAI, KUALA PERLIS",,KANGAR,PERLIS,02000,GOVERNMENT,KLINIK DESA,6.33374,100.22929
21-09010047,KLINIK KESIHATAN KAKI BUKIT,KKKBKT,KAKI BUKIT,,KANGAR,PERLIS,02200,GOVERNMENT,KLINIK KESIHATAN,6.64256,100.2116
21-09010046,KLINIK KESIHATAN KUALA SANGLANG,KKKSGLG,KUALA SANGLANG,,KANGAR,PERLIS,02800,GOVERNMENT,KLINIK KESIHATAN,6.262644,100.195881
21-09010006,KLINIK KESIHATAN KANGAR,KKKGR,JALAN KOLAM,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK KESIHATAN,6.43956,100.19059
21-09010005,KLINIK KESIHATAN KAMPUNG GIAL,KKKGL,"JALAN GIAL, MATA AYER",,KANGAR,PERLIS,02500,GOVERNMENT,KLINIK KESIHATAN,6.4655,100.27354
21-09010045,KLINIK KESIHATAN ARAU,KKARAU,JALAN BESAR,,KANGAR,PERLIS,02600,GOVERNMENT,KLINIK KESIHATAN,6.4327,100.27051
21-09010091,KLINIK KESIHATAN UTC PERLIS,KKUTCPS,"NO. 1, ARAS G, BLOK A, PUSAT TRANSFORMASI BANDAR (UTC) PERLIS, MUKIM SENA",,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK KESIHATAN,6.436212,100.201341
21-09010004,KLINIK KESIHATAN BESERI,KKBSRI,"KM 10, JALAN KAKI BUKIT",,KANGAR,PERLIS,02400,GOVERNMENT,KLINIK KESIHATAN,6.51487,100.23052
21-09010018,KLINIK KESIHATAN FELDA CHUPING,,"KM 20, FELDA CHUPING, MATA AYER",,KANGAR,PERLIS,02500,GOVERNMENT,KLINIK KESIHATAN,6.49257,100.33722
21-09010093,KLINIK KESIHATAN PAUH,,"KLINIK KESIHATAN PAUH, PEKAN PAUH, 02600 ARAU PERLIS",,KANGAR,PERLIS,02600,GOVERNMENT,KLINIK KESIHATAN,,
21-09010007,KLINIK KESIHATAN KUALA PERLIS,KKKPRLS,"BT.7, JALAN KUALA PERLIS",,KANGAR,PERLIS,02000,GOVERNMENT,KLINIK KESIHATAN,6.397391,100.134362
21-09010049,KLINIK KESIHATAN JEJAWI,,"LOT 8, JALAN JEJAWI SEMATANG, KAWASAN PERINDUSTRIAN JEJAWI, ARAU",,KANGAR,PERLIS,02600,GOVERNMENT,KLINIK KESIHATAN,6.437035,100.232839
21-09010008,KLINIK KESIHATAN PADANG BESAR,KKPBS,"KM 37, JALAN PADANG BESAR, PADANG BESAR(U)",,KANGAR,PERLIS,02100,GOVERNMENT,KLINIK KESIHATAN,6.65689,100.31586
11-09010003D,KLINIK PERGIGIAN DI HOSPITAL TUANKU FAUZIAH,,"JALAN TUN ABDUL RAZAK, PUSAT BANDAR KANGAR",,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN DI HOSPITAL,,
21-09010006D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KANGAR,,"JALAN KOLAM, 01000 KANGAR",,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-09010046D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KUALA SANGLANG,,"KUALA SANGLANG, PERLIS",,KANGAR,PERLIS,02800,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-09010008D,KLINIK PERGIGIAN DI KLINIK KESIHATAN PADANG BESAR,,"PADANG BESAR, PERLIS",,KANGAR,PERLIS,02100,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-09010005D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KAMPUNG GIAL,,"JALAN GIAL, MATA AYER, PERLIS",,KANGAR,PERLIS,02500,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-09010093D,KLINIK PERGIGIAN DI KLINIK KESIHATAN PAUH,,"JALAN PAUH, 02600 ARAU, PERLIS",,KANGAR,PERLIS,02600,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-09010004D,KLINIK PERGIGIAN DI KLINIK KESIHATAN BESERI,,"BESERI, PERLIS",,KANGAR,PERLIS,02400,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-09010049D,KLINIK PERGIGIAN DI KLINIK KESIHATAN JEJAWI,,"KLINIK PERGIGIAN DI KLINIK KESIHATAN JEJAWI, JALAN JEJAWI SEMATANG, KAWASAN PERINDUSTRIAN JEJAWI, ARAU, 02600 KANGAR, PERLIS",,KANGAR,PERLIS,02600,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-09010045D,KLINIK PERGIGIAN DI KLINIK KESIHATAN ARAU,,JALAN BESAR,,KANGAR,PERLIS,02600,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-09010007D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KUALA PERLIS,,"KUALA PERLIS, PERLIS",,KANGAR,PERLIS,02000,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-09010047D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KAKI BUKIT,,"KAKI BUKIT, PERLIS",,KANGAR,PERLIS,02200,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-09010091D,KLINIK PERGIGIAN DI KLINIK KESIHATAN UTC PERLIS,,"NO.1, ARAS G, BLOK A, PUSAT TRANSFORMASI BANDAR","(UTC) PERLIS, MUKIM SENA, KANGAR",KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN UTC,,
21-09010067,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KUALA SANGLANG",KPSMKSA,KPG RAMA,,KANGAR,PERLIS,02800,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.279217,100.215209
21-09010064,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. TG BUDRIAH",KPSRTB,JALAN BESAR ARAU,,KANGAR,PERLIS,02600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.436145,100.26826
21-09010060,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. JELEMPOK",KPSRJ,KAMPUNG JELEMPOK,,KANGAR,PERLIS,02600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.404183,100.286597
21-09010068,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. SYED ALWI",KPSMSA,KAYANG,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.395162,100.18316
21-09010066,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KUALA PERLIS",KPSMKP,JALAN KUALA PERLIS,,KANGAR,PERLIS,02000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.394425,100.136027
21-09010070,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA KHOON AIK",KPSRJKCKA,JLN. RAJA SYED ALWI,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.47239,100.259168
21-09010074,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. PAYA",KPSKPY,"KM. 8, JLN. KAKI BUKIT",,KANGAR,PERLIS,02400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.501581,100.22429
21-09010081,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. DATO' JAAFAR HASSAN",KPSMDJH,JLN. KILANG GULA,,KANGAR,PERLIS,02450,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.524389,100.261492
21-09010072,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. BESERI",KPSKBS,"KM. 12, JLN. KAKI BUKIT",,KANGAR,PERLIS,02400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.535268,100.228244
21-09010087,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. SAINS SYED PUTRA",KPSMSTSP,JLN. PDG. BEHOR,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.427839,100.215536
21-09010059,"KLINIK PERGIGIAN SEKOLAH, D/A MRSM BESERI",KPMRSMB,BT. 8 1/2 JLN. KAKI BUKIT,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.552445,100.232714
21-09010065,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. ARAU",KPSMA,JALAN BESAR ARAU,,KANGAR,PERLIS,02600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.424877,100.275064
21-09010062,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SIMPANG EMPAT",KPSKSE,"KLINIK PERGIGIAN SEKOLAH, D/A SEK KEB.SIMPANG EMPAT",,KANGAR,PERLIS,02700,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.351437,100.186984
21-09010075,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. PUTRA",KPSKPTR,JLN. PADANG KATONG,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.444638,100.184133
21-09010063,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. TAMBUN TULANG",KPSKTT,"JALAN TAMBUN TULANG, KAMPUNG TAMBUN TULANG",,KANGAR,PERLIS,02700,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.37767,100.238751
21-09010061,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. KUALA PERLIS",KPSKKP,JLN KUALA PERLIS,,KANGAR,PERLIS,02000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.399009,100.133139
21-09010073,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. JEJAWI",KPSKJ,JLN. KANGAR ARAU,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.446258,100.229907
21-09010076,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SENA",KPSKSK,JLN. KG. BAKAU,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.438179,100.207296
21-09010086,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. RAJA PEREMPUAN TUANKU FAUZIAH",KPSMRPMTF,JLN. PADANG BESAR (U),,KANGAR,PERLIS,02200,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.636367,100.220128
21-09010071,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA KONG HWA",KPSRJKKH,KAKI BUKIT,,KANGAR,PERLIS,02200,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.644829,100.208657
21-09010089,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. TENGKU SULEIMAN",KPSMTSU,"KM 10,JLN. BUKIT KETERI",,KANGAR,PERLIS,02400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.517049,100.234251
21-09010084,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. PERLIS",KPSMPRS,JLN. SYED ALWI,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.429687,100.19795
21-09010088,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. SYED SIRAJUDDIN",KPSMSSK,JEJAWI,,KANGAR,PERLIS,02600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.44555,100.239529
21-09010083,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. SYED HASSAN",KPSMSH,JLN. SEKOLAH DERMA,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.446555,100.201725
21-09010080,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SERI INDERA",KPSRSI,JLN.SEKOLAH DERMA,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.446165,100.202612
21-09010082,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. DERMA",KPSMD,JLN. PENJARA,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.442176,100.193076
21-09010078,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SERI TUNJUNG",KPSKSTB,"KM. 10, JLN. BUKIT KETERI",,KANGAR,PERLIS,02400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.516999,100.23278
21-09010085,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. PUTRA",KPSMPTR,JLN. PDG. KATONG,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.444084,100.186306
21-09010069,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. SYED SAFFI",KPSMSS,"KM 12, JLN KANGAR-ALOR SETAR",,KANGAR,PERLIS,02700,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.331528,100.192147
21-09010077,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SERI PERLIS",KPSKSPK,JLN. RAJA SYED ALWI,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.433811,100.194678
21-09010079,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. STELLA MARIS",KPSKSTMA,JLN. RAJA SYED SAFFI,,KANGAR,PERLIS,01000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.441783,100.184662
31-09010090,MAKMAL KESELAMATAN DAN KUALITI MAKANAN PERLIS,,"KM1, JALAN ABI TOK HASHIM",,KANGAR,PERLIS,01000,GOVERNMENT,LAIN-LAIN,6.445499,100.190129
31-09010133,WELLNESS HUB PERLIS,,"ARAS G,BLOK D, PUSAT TRANSFORMASI BANDAR (UTC) PERLIS JALAN SERI SENA , 01000 KANGAR PERLIS",,KANGAR,PERLIS,01000,GOVERNMENT,LAIN-LAIN,,
31-09010134,WELLNESS HUB KANGAR,,"UNIT PROMOSI KESIHATAN, PEJABAT KESIHATAN KANGAR, JALAN PADANG KATONG, 01000 KANGAR PERLIS",,KANGAR,PERLIS,01000,GOVERNMENT,LAIN-LAIN,,
91-09010002,PEJABAT KESIHATAN DAERAH KANGAR,PKDKGR,JALAN ABI TOK HASHIM,,KANGAR,PERLIS,01000,GOVERNMENT,PEJABAT KESIHATAN DAERAH,6.44363,100.19113
91-09010043,PEJABAT KESIHATAN PERGIGIAN DAERAH KANGAR,PKPDKGR,"KLINIK PERGIGIAN, KLINIK KESIHATAN KANGAR",,KANGAR,PERLIS,01000,GOVERNMENT,PEJABAT KESIHATAN PERGIGIAN DAERAH,,
91-09010044,PEJABAT KESIHATAN PERGIGIAN DAERAH ARAU,PKPDAR,KLINIK PERGIGIAN ARAU,,KANGAR,PERLIS,02600,GOVERNMENT,PEJABAT KESIHATAN PERGIGIAN DAERAH,,
91-09010012,PMA WANG KELIAN (D),,"POS KESIHATAN WANG KELIAN, KAKI BUKIT",KOMPLEKS KESIHATAN PINTU MASUK WANG KELIAN,KANGAR,PERLIS,02200,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",6.696468,100.179752
91-09010010,PMA PADANG BESAR (D),,"CAWANGAN PENGUATKUASA FARMASI, LOT NO. 6, KOMPLEKS LKIM PADANG BESAR",KOMPLEKS IMIGRESEN PADANG BESAR,KANGAR,PERLIS,02100,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",6.664043,100.322475
91-09010011,PMA KUALA PERLIS (L),,"POS KESIHATAN KUALA PERLIS, BANGUNAN JABATAN LAUT, KUALA PERLIS","POS KESIHATAN PINTU MASUK KUALA PERLIS, KOMPLEKS LKIM (BLOK ZON B) KUALA PERLIS",KANGAR,PERLIS,02000,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",6.398475,100.128641
11-07010010,HOSPITAL BALIK PULAU,,BALIK PULAU,,BARAT DAYA,PULAU PINANG,11000,GOVERNMENT,HOSPITAL,5.350582,100.233089
11-07050009,HOSPITAL PULAU PINANG,,JALAN RESIDENSI,,BARAT DAYA,PULAU PINANG,10990,GOVERNMENT,HOSPITAL,5.42021,100.30957
21-07010080,KLINIK DESA PERMATANG PASIR,,"LOT 2200, MUKIM C, JALAN TOK WAN DON",,BARAT DAYA,PULAU PINANG,11000,GOVERNMENT,KLINIK DESA,5.13565,100.49797
21-07050104,KLINIK DESA THEAN TEIK,KDTT,"LOT 2500, MUKIM 13, JALAN THEAN TEIK",,BARAT DAYA,PULAU PINANG,11500,GOVERNMENT,KLINIK DESA,5.39281,100.28123
21-07050049,KLINIK DESA BATU FERRINGHI,KDBF,"LOT 404, SEKSYEN 1, BANDAR BATU FERINGHI",,BARAT DAYA,PULAU PINANG,12100,GOVERNMENT,KLINIK DESA,5.47325,100.24797
21-07050018,KLINIK KESIHATAN AIR ITAM,KKAI,"LOT 322, SEKSYEN 3, JALAN BUKIT BENDERA, BANDAR AYER ITAM",,BARAT DAYA,PULAU PINANG,11500,GOVERNMENT,KLINIK KESIHATAN,5.389701,100.285453
21-07050028,KLINIK KESIHATAN JALAN PERAK,KKJPRK,"LOT 174,175 & 648, SEKSYEN 2, JALAN PERAK, BANDAR JELUTONG",,BARAT DAYA,PULAU PINANG,11600,GOVERNMENT,KLINIK KESIHATAN,5.402828,100.314595
21-07050022,KLINIK KESIHATAN BUKIT BENDERA,KKBBDR,"BUKIT BENDERA, TIMUR LAUT",,BARAT DAYA,PULAU PINANG,11300,GOVERNMENT,KLINIK KESIHATAN,5.42448,100.26904
21-07050332,KLINIK KESIHATAN UTC PULAU PINANG,,"2B-2-06, UTC KOMTAR",,BARAT DAYA,PULAU PINANG,10590,GOVERNMENT,KLINIK KESIHATAN,5.415157,100.330676
21-07050040,KLINIK KESIHATAN SUNGAI DUA (TL),KKSGDUA,"LOT 2554, MUKIM 13, SUNGAI DUA (BELAKANG STESEN BUS SUNGAI NIBONG)",,BARAT DAYA,PULAU PINANG,11700,GOVERNMENT,KLINIK KESIHATAN,5.34418,100.29756
21-07050330,KLINIK KESIHATAN GELUGOR,,"7, JALAN AKUARIUM, 11700 GELUGOR, PULAU PINANG",,BARAT DAYA,PULAU PINANG,11700,GOVERNMENT,KLINIK KESIHATAN,5.373746,100.313989
21-07051356,KLINIK KESIHATAN AIR PUTIH,,"KLINIK KESIHATAN AIR PUTIH, 11000 BALIK PULAU, PULAU PINANG",,BARAT DAYA,PULAU PINANG,11000,GOVERNMENT,KLINIK KESIHATAN,,
21-07050125,KLINIK KESIHATAN JALAN ANGSANA,KKBBAI,"LOT 10094 & 2584, MUKIM 13, NO. 8 JALAN ANGSANA, BANDAR BARU AIR ITAM",,BARAT DAYA,PULAU PINANG,11500,GOVERNMENT,KLINIK KESIHATAN,5.40575,100.2823
21-07050041,KLINIK KESIHATAN TANJUNG BUNGAH,KKTBGH,"LOT 1835, JALAN LEMBAH PERMAI, BANDAR TANJUNG BUNGA",,BARAT DAYA,PULAU PINANG,11200,GOVERNMENT,KLINIK KESIHATAN,5.461979,100.27955
21-07051360,KLINIK KESIHATAN RELAU,,"KLINIK KESIHATAN RELAU, LILITAN SUNGAI ARA, RELAU, 11950 BAYAN LEPAS, PULAU PINANG",,BARAT DAYA,PULAU PINANG,11950,GOVERNMENT,KLINIK KESIHATAN,,
21-07050027,KLINIK KESIHATAN JALAN MACALISTER,KKJM,"LOT 1762, SEKSYEN 12, JALAN MACALISTER, GEOGRETOWN, TIMUR LAUT",,BARAT DAYA,PULAU PINANG,10400,GOVERNMENT,KLINIK KESIHATAN,5.4151,100.326065
21-07050031,KLINIK KESIHATAN LEBUH MUNTRI,KKLM,JALAN LEBUH MUNTRI,,BARAT DAYA,PULAU PINANG,10400,GOVERNMENT,KLINIK KESIHATAN,5.42012,100.3361
21-07050112,KLINIK KESIHATAN IBU DAN ANAK TAMAN TUN SARDON,KKIATTS,UNIT A-G-9 & A-G-10 RUMAH PANGSA TAMAN TUN SARDON,,BARAT DAYA,PULAU PINANG,11700,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,5.36931,100.30372
21-07010108,KLINIK KESIHATAN IBU DAN ANAK AYER PUTEH,,"LOT 312, MK.E,JKR 2761 (P) AIR PUTIH",,BARAT DAYA,PULAU PINANG,11000,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,5.3641,100.21778
21-07050110,KLINIK KESIHATAN IBU DAN ANAK RIFLE RANGE,KKIARR,"UNIT A-G-18, FLAT PADANG TEMBAK BLOK A, RUMAH PANGSA RIFLE RANGE, AYER ITAM",,BARAT DAYA,PULAU PINANG,11500,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,5.410481,100.289767
21-07050113,KLINIK KESIHATAN IBU DAN ANAK TANJONG TOKONG,KKIATTKG,"UNIT A-G-3 & A-G-4 RUMAH PANGSA TANJONG TOKONG UDA, FASA 1 BANDAR TANJUNG PINANG",,BARAT DAYA,PULAU PINANG,10470,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,5.461071,100.306179
11-07050009D,KLINIK PERGIGIAN DI HOSPITAL PULAU PINANG,,JALAN RESIDENSI,,BARAT DAYA,PULAU PINANG,10990,GOVERNMENT,KLINIK PERGIGIAN DI HOSPITAL,,
21-07051356D,KLINIK PERGIGIAN DI KLINIK KESIHATAN AIR PUTIH,,"KLINIK PERGIGIAN AIR PUTIH DI KLINIKKESIHATAN AIR PUTIH, LOT 483, KLINIK KESIHATAN JENIS (KK3), JALAN AIR PUTIH, MUKIM E",,BARAT DAYA,PULAU PINANG,11000,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07050028D,KLINIK PERGIGIAN DI KLINIK KESIHATAN JALAN PERAK,,"LOT 174,175 & 648, SEKSYEN 2, JALAN PERAK, BANDAR JELUTONG, 11600 PULAU PINANG",,BARAT DAYA,PULAU PINANG,11600,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07050018D,KLINIK PERGIGIAN DI KLINIK KESIHATAN AIR ITAM,,"LOT 322, SEKSYEN 3, JALAN BUKIT BENDERA, BANDAR AYER ITAM, 11500 PULAU PINANG",11500 TIMUR LAUT,BARAT DAYA,PULAU PINANG,11500,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07050125D,KLINIK PERGIGIAN DI KLINIK KESIHATAN JALAN ANGSANA,,"LOT 10094 & 2584, MUKIM 13, NO 8 JALAN ANGSANA,",BANDAR BARU AIR ITAM,BARAT DAYA,PULAU PINANG,11500,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07050027D,KLINIK PERGIGIAN DI KLINIK KESIHATAN JALAN MACALISTER,,"LOT 1762, SEKSYEN 12, JALAN MACALISTER, GEOGRETOWN 10400 TIMUR LAUT",,BARAT DAYA,PULAU PINANG,10400,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07050023D,KLINIK PERGIGIAN DI KLINIK KESIHATAN BUKIT JAMBUL,,"BLOK D NO 2759 & 2758 TINGKAT BAWAH TAMAN BUKIT JAMBUL, 11900 BUKIT JAMBUL PULAU PINANG",,BARAT DAYA,PULAU PINANG,11900,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07050041D,KLINIK PERGIGIAN DI KLINIK KESIHATAN TANJUNG BUNGAH,,"LOT 1835, JALAN LEMBAH PERMAI, BANDAR TANJUNG BUNGA, 11200 PULAU PINANG",,BARAT DAYA,PULAU PINANG,11200,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07050040D,KLINIK PERGIGIAN DI KLINIK KESIHATAN SUNGAI DUA (TL),,"LOT 2554, MUKIM 13, SUNGAI DUA,",(BELAKANG STESEN BUS SUNGAI NIBONG),BARAT DAYA,PULAU PINANG,11700,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07050305,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. PEREMPUAN ISLAND",KPSRPIJSAS,JALAN SULTAN AHMAD SHAH,,BARAT DAYA,PULAU PINANG,15000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.422913,100.32842
21-07050310,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. JEN. KEB. CINA UNION",KPSRJKCU,"219, JALAN BURMA",,BARAT DAYA,PULAU PINANG,10050,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.422711,100.32145
21-07050311,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. JEN. KEB. CINA JELUTONG",KPSRJKCJ,JLN. TAN SLEEN,,BARAT DAYA,PULAU PINANG,11600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.392159,100.31259
91-12240678,PEJABAT SUB SEKTOR TENGHILAN,,"KLINIK KESIHATAN TENGHILAN, P/S 620, TUARAN",,TONGOD,SABAH,89208,GOVERNMENT,PEJABAT SUB SEKTOR,,
21-07050312,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. JEN. KEB. CINA KONG MIN II",KPSRJKCKM,JALAN PAYA TERUBONG,,BARAT DAYA,PULAU PINANG,11500,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.373771,100.275479
21-07050275,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA BENG TEIK",KPSJKCBTE,JLN. JELUTONG,,BARAT DAYA,PULAU PINANG,11600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.399024,100.319145
